# IODP371 site U1510 Rate of penetration (ROP) and Weight on bit (WOB) data. Data are only available for below 150 m in the borehole.
depth_(m)	ROP_(m/s)	WOB_(kN)
336.0410	0.0055	209.6290
336.0910	0.0055	209.6290
336.1410	0.0055	210.0050
336.1910	0.0055	210.0050
336.2410	0.0055	210.0050
336.2910	0.0046	211.0300
336.3410	0.0046	211.4730
336.3910	0.0046	211.7370
336.4410	0.0046	211.8310
336.4910	0.0046	212.1320
336.5410	0.0047	212.5910
336.5910	0.0047	213.1360
336.6410	0.0051	213.5450
336.6910	0.0051	213.5450
336.7410	0.0051	213.5450
336.7910	0.0051	213.5450
336.8410	0.0055	211.8990
336.8910	0.0056	211.5630
336.9410	0.0056	211.5630
336.9910	0.0056	211.5630
337.0410	0.0057	211.5630
337.0910	0.0057	211.9990
337.1410	0.0057	211.9990
337.1910	0.0062	212.2220
337.2410	0.0066	212.2220
337.2910	0.0067	211.9990
337.3410	0.0086	211.0400
337.3910	0.0086	207.4950
337.4410	0.0086	207.4950
337.4910	0.0086	207.1100
337.5410	0.0084	204.6170
337.5910	0.0081	204.6170
337.6410	0.0081	204.6170
337.6910	0.0081	204.6170
337.7410	0.0081	204.6170
337.7910	0.0081	206.1670
337.8410	0.0081	206.2550
337.8910	0.0081	208.4820
337.9410	0.0082	208.6710
337.9910	0.0083	208.6710
338.0410	0.0083	208.4820
338.0910	0.0083	208.4820
338.1410	0.0085	208.6710
338.1910	0.0090	208.8000
338.2410	0.0091	208.8000
338.2910	0.0092	209.5670
338.3410	0.0093	209.7450
338.3910	0.0094	210.2950
338.4410	0.0096	210.7000
338.4910	0.0098	211.1050
338.5410	0.0102	212.2130
338.5910	0.0103	212.3680
338.6410	0.0103	212.5240
338.6910	0.0104	212.6790
338.7410	0.0104	212.8350
338.7910	0.0105	212.9900
338.8410	0.0105	213.5670
338.8910	0.0107	215.7010
338.9410	0.0107	216.0620
338.9910	0.0108	217.0000
339.0410	0.0108	217.0000
339.0910	0.0109	217.0000
339.1410	0.0110	217.0000
339.1910	0.0115	216.2030
339.2410	0.0117	215.6040
339.2910	0.0121	215.4410
339.3410	0.0121	214.6970
339.3910	0.0121	214.6970
339.4410	0.0121	214.6970
339.4910	0.0121	214.6970
339.5410	0.0122	216.7790
339.5910	0.0122	216.7790
339.6410	0.0122	216.7790
339.6910	0.0122	216.7790
339.7410	0.0123	172.1500
339.7910	0.0123	172.1500
339.8410	0.0123	172.1500
339.8910	0.0123	172.1500
339.9410	0.0123	172.3990
339.9910	0.0123	173.0840
340.0410	0.0121	173.0840
340.0910	0.0118	173.8860
340.1410	0.0112	177.0990
340.1910	0.0112	187.1200
340.2410	0.0112	188.1570
340.2910	0.0112	189.7780
340.3410	0.0112	191.4020
340.3910	0.0111	191.4020
340.4410	0.0106	191.4020
340.4910	0.0099	195.6910
340.5410	0.0098	196.0900
340.5910	0.0093	196.7570
340.6410	0.0093	196.7570
340.6910	0.0092	196.7570
340.7410	0.0092	196.7570
340.7910	0.0092	196.7570
340.8410	0.0093	192.3180
340.8910	0.0093	192.3180
340.9410	0.0093	189.6880
340.9910	0.0093	187.1580
341.0410	0.0093	187.1580
341.0910	0.0094	187.1580
341.1410	0.0095	187.1580
341.1910	0.0095	187.1580
341.2410	0.0096	187.1580
341.2910	0.0097	189.3710
341.3410	0.0097	189.7330
341.3910	0.0098	192.6740
341.4410	0.0099	195.8610
341.4910	0.0099	196.2450
341.5410	0.0101	196.3620
341.5910	0.0103	196.3740
341.6410	0.0103	198.9480
341.6910	0.0107	201.2980
341.7410	0.0111	201.2980
341.7910	0.0115	201.2980
341.8410	0.0115	201.2980
341.8910	0.0115	203.0140
341.9410	0.0115	203.0140
341.9910	0.0107	203.0140
342.0410	0.0096	203.0140
342.0910	0.0096	203.0310
342.1410	0.0096	203.0310
342.1910	0.0096	203.0310
342.2410	0.0095	203.0310
342.2910	0.0095	202.9150
342.3410	0.0095	202.7320
342.3910	0.0095	202.4580
342.4410	0.0095	202.4510
342.4910	0.0095	201.9280
342.5410	0.0095	200.0150
342.5910	0.0086	198.1940
342.6410	0.0086	198.1940
342.6910	0.0086	198.1940
342.7410	0.0086	198.1940
342.7910	0.0086	198.1940
342.8410	0.0080	204.5100
342.8910	0.0080	206.3520
342.9410	0.0080	208.6450
342.9910	0.0080	208.7100
343.0410	0.0080	208.8910
343.0910	0.0080	209.6050
343.1410	0.0080	210.1910
343.1910	0.0080	210.2850
343.2410	0.0080	210.4210
343.2910	0.0080	210.5560
343.3410	0.0080	210.6910
343.3910	0.0080	210.9190
343.4410	0.0080	211.1500
343.4910	0.0080	211.3820
343.5410	0.0080	211.6140
343.5910	0.0080	211.8460
343.6410	0.0080	212.0770
343.6910	0.0080	213.4100
343.7410	0.0080	213.6340
343.7910	0.0080	213.6340
343.8410	0.0080	213.6340
343.8910	0.0080	213.6340
343.9410	0.0080	213.8850
343.9910	0.0085	213.8850
344.0410	0.0091	213.8850
344.0910	0.0091	213.8850
344.1410	0.0097	212.3840
344.1910	0.0097	212.2600
344.2410	0.0097	210.6450
344.2910	0.0089	210.2990
344.3410	0.0085	209.8150
344.3910	0.0080	207.2450
344.4410	0.0079	206.7530
344.4910	0.0079	206.4910
344.5410	0.0079	206.2290
344.5910	0.0079	205.9680
344.6410	0.0083	205.2580
344.6910	0.0086	205.2580
344.7410	0.0086	205.2580
344.7910	0.0088	205.2580
344.8410	0.0092	205.2580
344.8910	0.0092	205.7010
344.9410	0.0098	208.7880
344.9910	0.0111	211.3380
345.0410	0.0116	214.3310
345.0910	0.0119	214.4690
345.1410	0.0120	214.5110
345.1910	0.0120	214.6080
345.2410	0.0120	214.6080
345.2910	0.0121	214.6130
345.3410	0.0121	214.6970
345.3910	0.0123	214.8260
345.4410	0.0128	214.9150
345.4910	0.0134	217.6580
345.5410	0.0135	217.8330
345.5910	0.0141	217.8330
345.6410	0.0141	217.8330
345.6910	0.0142	217.8330
345.7410	0.0142	216.8020
345.7910	0.0142	216.1890
345.8410	0.0142	215.9940
345.8910	0.0143	215.9940
345.9410	0.0145	215.9940
345.9910	0.0149	216.1890
346.0410	0.0151	216.5240
346.0910	0.0153	217.3260
346.1410	0.0156	217.6150
346.1910	0.0157	217.6150
346.2410	0.0158	217.6150
346.2910	0.0158	217.7530
346.3410	0.0158	218.3920
346.3910	0.0160	219.0950
346.4410	0.0160	220.9100
346.4910	0.0160	221.1330
346.5410	0.0160	222.4590
346.5910	0.0161	222.7950
346.6410	0.0162	223.0040
346.6910	0.0162	223.3170
346.7410	0.0162	223.3170
346.7910	0.0162	223.3170
346.8410	0.0162	223.3170
346.8910	0.0161	223.3170
346.9410	0.0160	219.3680
346.9910	0.0160	216.9340
347.0410	0.0160	216.9340
347.0910	0.0160	216.9340
347.1410	0.0160	216.9340
347.1910	0.0160	216.9340
347.2410	0.0160	216.9340
347.2910	0.0160	219.7460
347.3410	0.0160	220.0520
347.3910	0.0160	220.3580
347.4410	0.0160	220.6640
347.4910	0.0160	220.6640
347.5410	0.0170	220.6640
347.5910	0.0170	220.9700
347.6410	0.0170	220.9700
347.6910	0.0171	220.0600
347.7410	0.0171	219.9570
347.7910	0.0171	219.6170
347.8410	0.0171	217.5350
347.8910	0.0171	217.5350
347.9410	0.0171	217.5350
347.9910	0.0171	217.5350
348.0410	0.0171	219.6570
348.0910	0.0172	220.1280
348.1410	0.0173	221.2300
348.1910	0.0174	223.4440
348.2410	0.0176	223.6110
348.2910	0.0176	223.6110
348.3410	0.0176	223.6110
348.3910	0.0176	223.6290
348.4410	0.0174	223.7090
348.4910	0.0173	224.0880
348.5410	0.0171	224.0910
348.5910	0.0170	224.1140
348.6410	0.0169	224.1140
348.6910	0.0169	224.1140
348.7410	0.0168	224.1140
348.7910	0.0168	222.0230
348.8410	0.0168	218.6900
348.8910	0.0169	218.5980
348.9410	0.0170	217.5930
348.9910	0.0170	217.5930
349.0410	0.0172	217.5930
349.0910	0.0172	217.5930
349.1410	0.0173	218.5980
349.1910	0.0176	218.6390
349.2410	0.0178	218.6650
349.2910	0.0178	218.6650
349.3410	0.0178	218.6650
349.3910	0.0178	218.6650
349.7910	0.0180	206.4410
349.8410	0.0180	212.9130
349.8910	0.0181	213.2850
349.9410	0.0181	213.2850
349.9910	0.0181	213.2850
350.0410	0.0181	213.2850
350.0910	0.0182	212.8740
350.1410	0.0183	209.0080
350.1910	0.0183	209.0080
350.2410	0.0184	209.0080
350.2910	0.0185	209.0080
350.3410	0.0185	209.0080
350.3910	0.0185	209.0080
350.4410	0.0185	209.0080
350.4910	0.0185	209.7680
350.5410	0.0185	209.7680
350.5910	0.0177	209.7680
350.6410	0.0176	209.9000
350.6910	0.0173	210.1690
350.7410	0.0172	210.2490
350.7910	0.0172	210.7970
350.8410	0.0172	211.3080
350.8910	0.0164	211.5460
350.9410	0.0162	212.3790
350.9910	0.0162	212.8510
351.0410	0.0156	214.9420
351.0910	0.0154	219.4650
351.1410	0.0152	219.4650
351.1910	0.0151	219.4650
351.2410	0.0150	219.4650
351.2910	0.0150	219.2960
351.3410	0.0149	218.8880
351.3910	0.0149	217.0060
351.4410	0.0148	216.4600
351.4910	0.0146	216.4600
351.5410	0.0146	216.4600
351.5910	0.0146	216.4600
351.6410	0.0146	216.5130
351.6910	0.0146	216.5650
351.7410	0.0148	217.2660
351.7910	0.0148	218.0000
351.8410	0.0157	218.9090
351.8910	0.0157	219.4490
351.9410	0.0157	219.4790
351.9910	0.0157	219.4790
352.0410	0.0157	220.1230
352.0910	0.0157	220.1860
352.1410	0.0157	220.1860
352.1910	0.0157	220.2180
352.2410	0.0160	220.2950
352.2910	0.0163	220.2950
352.3410	0.0167	220.2950
352.3910	0.0172	221.7400
352.4410	0.0172	221.7400
352.4910	0.0172	221.7400
352.5410	0.0172	221.7400
352.5910	0.0173	221.3450
352.6410	0.0173	220.1360
352.6910	0.0173	220.1360
352.7410	0.0173	219.4880
352.7910	0.0173	219.4880
352.8410	0.0173	219.4880
352.8910	0.0173	219.4880
352.9410	0.0173	219.4880
352.9910	0.0173	219.4880
353.0410	0.0173	219.4790
353.0910	0.0173	219.4790
353.1410	0.0172	219.4790
353.1910	0.0172	219.4790
353.2410	0.0166	219.4790
353.2910	0.0166	220.5650
353.3410	0.0157	220.5650
353.3910	0.0150	220.5650
353.4410	0.0148	220.5650
353.4910	0.0139	219.8080
353.5410	0.0134	214.5460
353.5910	0.0129	214.5460
353.6410	0.0129	214.5460
353.6910	0.0125	213.6250
353.7410	0.0125	213.6250
353.7910	0.0125	213.6250
353.8410	0.0125	213.6250
353.8910	0.0125	213.6250
353.9410	0.0125	213.6250
353.9910	0.0125	213.6250
354.0410	0.0125	213.6250
354.0910	0.0125	213.6250
354.1410	0.0123	213.6250
354.1910	0.0120	214.5760
354.2410	0.0120	215.3420
354.2910	0.0116	218.3750
354.3410	0.0114	218.3750
354.3910	0.0113	218.3750
354.4410	0.0112	218.3750
354.4910	0.0111	218.6450
354.5410	0.0111	218.9740
354.5910	0.0110	219.0760
354.6410	0.0108	219.0960
354.6910	0.0107	219.0960
354.7410	0.0107	219.0960
354.7910	0.0107	219.0960
354.8410	0.0107	219.0720
354.8910	0.0107	219.0630
354.9410	0.0101	218.9540
354.9910	0.0099	218.7740
355.0410	0.0096	217.5170
355.0910	0.0091	217.5170
355.1410	0.0090	217.5420
355.1910	0.0090	217.5420
355.2410	0.0090	217.5420
355.2910	0.0087	217.5440
355.3410	0.0084	217.5440
355.3910	0.0084	217.5440
355.4410	0.0084	217.7440
355.4910	0.0084	217.7440
355.5410	0.0106	217.7440
355.5910	0.0108	215.0900
355.6410	0.0108	213.4430
355.6910	0.0108	210.9820
355.7410	0.0108	210.6360
355.7910	0.0106	209.4320
355.8410	0.0105	209.4320
355.8910	0.0105	209.4320
355.9410	0.0105	209.4320
355.9910	0.0105	211.0540
356.0410	0.0105	211.1980
356.0910	0.0105	211.5770
356.1410	0.0105	211.9560
356.1910	0.0105	212.3350
356.2410	0.0105	212.7140
356.2910	0.0105	213.0920
356.3410	0.0105	213.4710
356.3910	0.0106	213.9670
356.4410	0.0108	215.0660
356.4910	0.0109	215.9600
356.5410	0.0110	219.3060
356.5910	0.0115	220.0610
356.6410	0.0117	220.1060
356.6910	0.0119	220.2980
356.7410	0.0122	220.4270
356.7910	0.0123	220.8330
356.8410	0.0123	220.8330
356.8910	0.0123	220.8330
356.9410	0.0123	220.9950
356.9910	0.0123	221.5020
357.0410	0.0123	221.6910
357.0910	0.0124	222.1700
357.1410	0.0129	222.2670
357.1910	0.0131	222.2670
357.2410	0.0131	222.2670
357.2910	0.0132	222.2670
357.3410	0.0140	221.3740
357.3910	0.0140	221.2340
357.4410	0.0140	220.7940
357.4910	0.0141	220.4080
357.5410	0.0141	219.8500
357.5910	0.0146	219.2480
357.6410	0.0146	219.2160
357.6910	0.0146	219.2160
357.7410	0.0147	219.2160
357.7910	0.0147	219.2160
357.8410	0.0147	219.2160
357.8910	0.0147	219.2160
357.9410	0.0147	219.2160
357.9910	0.0147	219.2160
358.0410	0.0147	217.3940
358.0910	0.0147	217.3940
358.1410	0.0146	217.3940
358.1910	0.0146	217.3940
358.2410	0.0146	218.9760
358.2910	0.0146	220.3950
358.3410	0.0146	221.0290
358.3910	0.0145	221.0440
358.4410	0.0144	221.0800
358.4910	0.0144	221.0800
358.5410	0.0144	221.8330
358.5910	0.0142	221.8330
358.6410	0.0131	221.8330
358.6910	0.0125	220.5730
358.7410	0.0121	219.7710
358.7910	0.0119	219.6330
358.8410	0.0113	214.2390
358.8910	0.0113	214.2390
358.9410	0.0113	214.2390
358.9910	0.0113	214.2390
359.0410	0.0110	201.9790
359.0910	0.0110	201.9790
359.1410	0.0110	201.9790
359.1910	0.0107	201.9790
359.2410	0.0097	206.1750
359.2910	0.0096	207.2950
359.3410	0.0095	207.4170
359.3910	0.0095	207.4250
359.4410	0.0094	207.4430
359.4910	0.0089	208.4870
359.5410	0.0089	208.7390
359.5910	0.0088	209.3370
359.6410	0.0087	209.9360
359.6910	0.0085	210.5350
359.7410	0.0084	211.0740
359.7910	0.0084	211.1340
359.8410	0.0081	211.1340
359.8910	0.0081	211.4450
359.9410	0.0069	211.4450
359.9910	0.0024	212.0060
360.0410	0.0024	212.0060
360.0910	0.0024	212.0060
360.1410	0.0024	208.2220
360.1910	0.0039	208.2220
360.2410	0.0074	204.7870
360.2910	0.0074	204.7870
360.3410	0.0074	204.7870
360.3910	0.0074	204.7870
360.4410	0.0074	204.9950
360.4910	0.0074	205.1220
360.5410	0.0074	205.7570
360.5910	0.0074	206.0270
360.6410	0.0074	206.1830
360.6910	0.0074	206.3690
360.7410	0.0074	206.3690
360.7910	0.0074	206.3690
360.8410	0.0074	206.3690
360.8910	0.0074	204.5240
360.9410	0.0074	204.5230
360.9910	0.0074	204.5230
361.0410	0.0074	204.5230
361.0910	0.0074	204.5240
361.1410	0.0074	204.9280
361.1910	0.0076	206.9730
361.2410	0.0076	207.4750
361.2910	0.0076	207.7110
361.3410	0.0076	207.8200
361.3910	0.0076	207.8200
361.4410	0.0076	207.8550
361.4910	0.0076	207.9810
361.5410	0.0076	208.1340
361.5910	0.0076	209.6100
361.6410	0.0076	210.2980
361.6910	0.0076	210.3020
361.7410	0.0076	210.3240
361.7910	0.0076	210.3460
361.8410	0.0076	210.8110
361.8910	0.0076	210.8380
361.9410	0.0076	211.2590
361.9910	0.0076	211.4210
362.0410	0.0076	211.7870
362.0910	0.0076	212.0550
362.1410	0.0076	212.1730
362.1910	0.0076	212.4640
362.2410	0.0076	213.9360
362.2910	0.0070	213.9360
362.3410	0.0070	213.9360
362.3910	0.0070	213.9360
362.4410	0.0070	207.9010
362.4910	0.0106	207.9010
362.5410	0.0109	207.3440
362.5910	0.0109	207.3440
362.6410	0.0109	207.3440
362.6910	0.0115	207.3440
362.7410	0.0116	207.5820
362.7910	0.0117	207.9610
362.8410	0.0117	207.9610
362.8910	0.0117	208.6640
362.9410	0.0123	208.8790
362.9910	0.0123	209.1960
363.0410	0.0123	209.6630
363.0910	0.0124	210.1300
363.1410	0.0124	210.2320
363.1910	0.0124	210.2840
363.2410	0.0124	210.8100
363.2910	0.0124	211.5800
363.3410	0.0125	213.8870
363.3910	0.0128	215.4120
363.4410	0.0128	215.6060
363.4910	0.0137	215.6440
363.5410	0.0139	216.2050
363.5910	0.0139	216.7890
363.6410	0.0139	216.7890
363.6910	0.0145	216.7890
363.7410	0.0146	216.7890
363.7910	0.0149	214.6430
363.8410	0.0149	213.0380
363.8910	0.0149	213.0380
363.9410	0.0153	213.0380
363.9910	0.0155	213.0380
364.0410	0.0157	213.0380
364.0910	0.0157	213.0380
364.1410	0.0157	213.0380
364.1910	0.0160	210.5950
364.2410	0.0162	210.5600
364.2910	0.0163	210.5600
364.3410	0.0164	210.5600
364.3910	0.0164	210.5600
364.4410	0.0164	210.5600
364.4910	0.0164	210.6980
364.5410	0.0164	210.6980
364.5910	0.0165	210.8710
364.6410	0.0165	211.2820
364.6910	0.0166	211.5860
364.7410	0.0170	211.6150
364.7910	0.0172	211.6410
364.8410	0.0173	211.6150
364.8910	0.0173	211.2820
364.9410	0.0173	211.2820
364.9910	0.0185	211.2080
365.0410	0.0186	211.0390
365.0910	0.0187	211.0390
365.1410	0.0187	211.0390
365.1910	0.0187	211.0390
365.2410	0.0187	211.0780
365.2910	0.0187	211.1260
365.3410	0.0188	211.1730
365.3910	0.0188	211.1730
365.4410	0.0188	211.1730
365.4910	0.0188	211.1730
365.5410	0.0190	209.8150
365.5910	0.0191	209.8150
365.6410	0.0192	209.8150
365.6910	0.0198	209.8150
365.7410	0.0199	210.3810
365.7910	0.0199	212.2720
365.8410	0.0199	212.2720
365.8910	0.0201	212.3700
365.9410	0.0201	212.3700
365.9910	0.0201	212.3700
366.0410	0.0199	211.9880
366.0910	0.0198	210.8200
366.1410	0.0193	208.3390
366.1910	0.0193	206.7130
366.2410	0.0192	205.8790
366.2910	0.0190	205.6440
366.3410	0.0190	205.6440
366.3910	0.0190	205.6440
366.4410	0.0190	205.6230
366.4910	0.0192	205.6440
366.5410	0.0193	206.2340
366.5910	0.0195	207.0800
366.6410	0.0198	207.1360
366.6910	0.0198	207.3270
366.7410	0.0198	207.5860
366.7910	0.0198	207.8450
366.8410	0.0196	208.6290
366.8910	0.0195	209.4600
366.9410	0.0192	210.5900
366.9910	0.0192	210.6270
367.0410	0.0192	211.6270
367.0910	0.0191	212.1540
367.1410	0.0191	212.6800
367.1910	0.0191	213.4250
367.2410	0.0190	213.6850
367.2910	0.0189	215.4200
367.3410	0.0187	215.5620
367.3910	0.0187	215.5640
367.4410	0.0183	215.5640
367.4910	0.0183	215.5930
367.5410	0.0182	215.5930
367.5910	0.0181	215.5930
367.6410	0.0176	215.5930
367.6910	0.0176	215.3820
367.7410	0.0176	214.9610
367.7910	0.0176	214.9500
367.8410	0.0179	214.9500
367.8910	0.0183	214.9500
367.9410	0.0183	214.7860
367.9910	0.0183	214.7860
368.0410	0.0183	214.9500
368.0910	0.0182	215.0170
368.1410	0.0182	215.0530
368.1910	0.0182	215.0530
368.2410	0.0178	216.2990
368.2910	0.0178	216.4720
368.3410	0.0178	216.4910
368.3910	0.0178	216.4910
368.4410	0.0178	216.4910
368.4910	0.0178	216.4910
368.5410	0.0178	214.3680
368.5910	0.0178	214.2560
368.6410	0.0178	214.2560
368.6910	0.0177	214.2560
368.7410	0.0177	214.2740
368.7910	0.0177	214.3620
368.8410	0.0177	214.3680
368.8910	0.0177	214.8310
368.9410	0.0179	214.9450
368.9910	0.0179	215.2390
369.0410	0.0179	215.7410
369.0910	0.0179	215.8620
369.1410	0.0179	217.1100
369.1910	0.0179	217.5650
369.2410	0.0179	217.6530
369.2910	0.0179	219.1310
369.3410	0.0179	220.1190
369.3910	0.0179	220.1190
369.4410	0.0179	220.1190
369.4910	0.0179	220.1740
369.5410	0.0179	223.6790
369.5910	0.0177	225.8930
369.6410	0.0177	227.4410
369.6910	0.0177	229.8380
369.7410	0.0174	229.8770
369.7910	0.0173	229.8770
369.8410	0.0173	229.8770
369.8910	0.0173	229.8770
369.9410	0.0173	229.4210
369.9910	0.0173	229.4210
370.0410	0.0174	229.4210
370.0910	0.0175	229.3800
370.1410	0.0175	229.3800
370.1910	0.0175	229.3800
370.2410	0.0175	229.0730
370.2910	0.0173	229.0730
370.3410	0.0172	229.0730
370.3910	0.0171	229.0730
370.4410	0.0171	229.5110
370.4910	0.0170	229.7700
370.5410	0.0170	229.9590
370.5910	0.0170	230.0340
370.6410	0.0170	230.0340
370.6910	0.0170	230.0870
370.7410	0.0170	230.1440
370.7910	0.0170	230.5320
370.8410	0.0170	230.5320
370.8910	0.0170	230.5320
370.9410	0.0170	230.5320
370.9910	0.0168	230.0560
371.0410	0.0165	229.8200
371.0910	0.0164	228.2510
371.1410	0.0164	228.2510
371.1910	0.0161	228.2510
371.2410	0.0161	228.0650
371.2910	0.0160	228.0650
371.3410	0.0160	228.0650
371.3910	0.0156	225.0070
371.4410	0.0156	224.5050
371.4910	0.0156	224.0020
371.5410	0.0156	224.0020
371.5910	0.0156	224.0020
371.6410	0.0157	224.0020
371.6910	0.0157	223.9030
371.7410	0.0157	223.9030
371.7910	0.0158	223.9030
371.8410	0.0162	223.9030
371.8910	0.0165	223.0500
371.9410	0.0168	221.9210
371.9910	0.0168	221.9210
372.0410	0.0168	221.7820
372.0910	0.0171	221.1560
372.1410	0.0171	221.0010
372.1910	0.0171	221.0010
372.2410	0.0171	221.0010
372.2910	0.0172	221.0010
372.3410	0.0173	221.4840
372.3910	0.0176	222.6090
372.4410	0.0176	222.9980
372.4910	0.0176	222.9980
372.5410	0.0176	222.9980
372.5910	0.0176	222.9980
372.6410	0.0175	222.9770
372.6910	0.0174	222.7470
372.7410	0.0174	222.6540
372.7910	0.0174	222.6240
372.8410	0.0175	222.4880
372.8910	0.0175	222.4880
372.9410	0.0175	222.4880
372.9910	0.0174	222.4880
373.0410	0.0173	222.4880
373.0910	0.0173	222.5990
373.1410	0.0171	222.7540
373.1910	0.0164	223.1970
373.2410	0.0161	223.1970
373.2910	0.0161	223.2040
373.3410	0.0161	223.2040
373.3910	0.0161	223.1970
373.4410	0.0162	223.1970
373.4910	0.0164	223.1970
373.5410	0.0164	222.4560
373.5910	0.0164	221.7250
373.6410	0.0164	220.9950
373.6910	0.0161	219.5230
373.7410	0.0157	219.5230
373.7910	0.0155	219.5230
373.8410	0.0145	219.5230
373.8910	0.0142	219.6600
373.9410	0.0142	219.9230
373.9910	0.0142	220.1000
374.0410	0.0140	222.0030
374.0910	0.0140	222.7060
374.1410	0.0139	223.5240
374.1910	0.0139	223.9930
374.2410	0.0139	224.1180
374.2910	0.0139	224.2430
374.3410	0.0139	224.2830
374.3910	0.0139	224.2830
374.4410	0.0139	224.2830
374.4910	0.0139	224.4730
374.5410	0.0139	224.8520
374.5910	0.0137	225.0720
374.6410	0.0137	225.1310
374.6910	0.0135	225.1360
374.7410	0.0131	225.1360
374.7910	0.0127	225.1360
374.8410	0.0126	225.1820
374.8910	0.0126	226.4280
374.9410	0.0124	226.4800
374.9910	0.0124	226.4950
375.0410	0.0124	226.4950
375.0910	0.0124	226.5630
375.1410	0.0124	226.6310
375.1910	0.0124	226.6310
375.2410	0.0124	226.6990
375.2910	0.0124	226.7380
375.3410	0.0124	226.8330
375.3910	0.0124	226.8330
375.4410	0.0124	226.8330
375.4910	0.0126	226.6220
375.5410	0.0126	226.6260
375.5910	0.0126	226.6260
375.6410	0.0126	226.6260
375.6910	0.0129	226.6260
375.7410	0.0132	226.6310
375.7910	0.0132	228.9520
375.8410	0.0132	229.0320
375.8910	0.0132	229.3740
375.9410	0.0130	229.3740
375.9910	0.0127	229.3740
376.0410	0.0125	229.3740
376.0910	0.0121	223.7900
376.1410	0.0111	218.0230
376.1910	0.0109	215.0100
376.2410	0.0108	214.7930
376.2910	0.0108	214.7930
376.3410	0.0108	214.7930
376.3910	0.0108	214.7930
376.4410	0.0109	214.8170
376.4910	0.0109	215.7470
376.5410	0.0109	216.9700
376.5910	0.0109	220.1610
376.6410	0.0109	223.3710
376.6910	0.0109	224.2880
376.7410	0.0111	224.7430
376.7910	0.0112	225.3000
376.8410	0.0112	225.3560
376.8910	0.0113	226.1670
376.9410	0.0116	227.9250
376.9910	0.0116	228.4470
377.0410	0.0116	228.6270
377.0910	0.0116	229.6970
377.1410	0.0116	229.8970
377.1910	0.0116	230.6750
377.2410	0.0116	230.6750
377.2910	0.0116	230.6750
377.3410	0.0116	230.6750
377.3910	0.0112	230.4990
377.4410	0.0110	230.4990
377.4910	0.0109	230.4990
377.5410	0.0108	230.4990
377.5910	0.0108	233.0970
377.6410	0.0108	235.0840
377.6910	0.0108	235.0840
377.7410	0.0109	235.0840
377.7910	0.0109	235.0840
377.8410	0.0114	232.0300
377.8910	0.0118	231.6490
377.9410	0.0118	231.6490
377.9910	0.0118	231.3060
378.0410	0.0118	230.6340
378.0910	0.0126	229.8510
378.1410	0.0126	209.9800
378.1910	0.0126	178.8460
378.2410	0.0126	156.3630
378.2910	0.0128	156.1220
378.3410	0.0128	154.2360
378.3910	0.0131	146.7850
378.4410	0.0131	145.8860
378.4910	0.0131	144.9650
378.5410	0.0131	144.7430
378.5910	0.0129	144.6150
378.6410	0.0129	144.6150
378.6910	0.0129	144.6150
378.7410	0.0129	144.6150
378.7910	0.0132	144.6880
378.8410	0.0132	144.7430
378.8910	0.0132	145.4090
378.9410	0.0132	147.2340
378.9910	0.0132	150.9660
379.0410	0.0132	154.6980
379.0910	0.0132	160.7220
379.1410	0.0129	172.3840
379.1910	0.0128	188.0140
379.2410	0.0128	190.1100
379.2910	0.0126	205.5430
379.3410	0.0113	222.1160
379.3910	0.0113	222.2710
379.4410	0.0113	222.3260
379.4910	0.0113	222.3800
379.5410	0.0113	224.1890
379.5910	0.0113	224.1890
379.6410	0.0113	224.1890
379.6910	0.0115	224.1890
379.7410	0.0114	223.9060
379.7910	0.0112	222.5520
379.8410	0.0112	222.4910
379.8910	0.0113	222.4910
379.9410	0.0114	222.4910
379.9910	0.0114	222.5020
380.0410	0.0114	222.5140
380.0910	0.0115	222.5260
380.1410	0.0115	222.5260
380.1910	0.0114	222.5260
380.2410	0.0114	222.5260
380.2910	0.0114	222.5380
380.3410	0.0113	222.5500
380.3910	0.0113	223.5590
380.4410	0.0113	223.6210
380.4910	0.0113	223.6210
380.5410	0.0114	223.6210
380.5910	0.0115	223.6210
380.6410	0.0115	223.7160
380.6910	0.0115	223.7160
380.7410	0.0115	223.7160
380.7910	0.0110	227.1290
380.8410	0.0110	227.8700
380.8910	0.0110	228.3550
380.9410	0.0110	228.3550
380.9910	0.0110	228.3550
381.0410	0.0111	228.3550
381.0910	0.0111	226.8720
381.1410	0.0112	226.8360
381.1910	0.0112	226.6730
381.2410	0.0112	226.6730
381.2910	0.0112	226.3620
381.3410	0.0112	226.3620
381.3910	0.0111	226.3620
381.4410	0.0107	222.1960
381.4910	0.0106	222.1960
381.5410	0.0106	222.1960
381.5910	0.0105	222.1960
381.6410	0.0105	222.3940
381.6910	0.0105	222.5930
381.7410	0.0102	223.1060
381.7910	0.0102	224.6960
381.8410	0.0101	226.3800
381.8910	0.0094	226.5670
381.9410	0.0094	226.5780
381.9910	0.0093	227.4130
382.0410	0.0092	227.4130
382.0910	0.0092	227.4130
382.1410	0.0092	227.4130
382.1910	0.0092	227.3160
382.2410	0.0092	227.1590
382.2910	0.0092	227.1120
382.3410	0.0092	227.0100
382.3910	0.0089	226.8930
382.4410	0.0089	226.8850
382.4910	0.0089	226.6220
382.5410	0.0089	225.5220
382.5910	0.0089	219.1680
382.6410	0.0092	218.7050
382.6910	0.0092	218.7050
